namespace,cbb_items
AT#styleActvButtonVal,Style Active Button Value
AT#styleBdyVal,Style Body Value
AT#styleFooterCntnt,Style Footer Content
AT#styleHdrCntnt,Style Header Content
AT#styleInctvButtonVal,Style Inactive Button Value
AT#stylePopupCntnt,Style Popup Content
AT#styleSeqNbr,Style Sequence Number
AT#styleThemeDfltYn,Style Theme Default Yn
AT#styleTxtCntnt,Style Text Content
AT#subAcctNbr,Sub Account Number
AT#subArrId,Sub Arrangement Identification
AT#subDtoCnt,Sub Dto Count
AT#subMsgCnt,Sub Message Count
AT#subMsgCntnt,Sub Message Content
AT#subPdNm,sub product name
AT#sucssCnt,Success Count
AT#sucssYn,Success Yn
AT#sueAplctnDt,Sue Application Date
AT#sueAplctnPersonNm,Sue Application Person Name
AT#sumAmrtztnAmt,Sum Amortization Amount
AT#sumAmt,Sum
AT#supplFeeAdjstmntAmt,Supplement Fee Adjustment Amount
AT#supplFeeAmt,Supplement Fee Amount
AT#supplInfoFormDscd,Additional information Distinction
AT#supplInfoVal,Supplement Information Value
AT#supplRmkCntnt,supplRmkCntnt
AT#surveyDt,Survey Date
AT#surveyItmCntnt,Survey Item Contents
AT#surveyOpnnCntnt,Survey Opinion
AT#surveyStaffId,Survey Staff Identification
AT#suspendEndDt,Suspend End Date
AT#suspendStartDt,Suspend Start Date
AT#syncAsyncDscd,Synchronous asynchronous classification
AT#syncDscd,Synchronization Dscd
AT#syncKndDscd,Synchronization Kind Distinction Code
AT#synchAsyncDscd,Synchronization Asynchronization Distinction Code
AT#synchrnzrDfntnNm,Synchronizer Definition Name
AT#synchrnzrId,Synchronizer Identification
AT#synchrnzrNm,Synchronizer Name
AT#sysCd,System Code
AT#sysCntnt,System Content
AT#sysDbmsDscd,System Dbms Distinction Code
AT#sysEnvrnmntDscd,System Environment Distinction Code
AT#sysErrMsgCntnt,System Error Message Content
AT#sysExmntnRsltCd,System Examination Result
AT#sysId,System Identification
AT#sysIntrfcBizKeyCntnt,System Interface Business Key Content
AT#sysIntrfcBizKeyVal,Interface Business Key
AT#sysIntrfcEngNm,Interface English Name
AT#sysIntrfcId,System Interface Identification
AT#sysIntrfcMsgTpCd,Message Type
AT#sysIntrfcMsgTrnsfrmEngNm,System Interface Message Transform English Name
AT#sysIntrfcMsgTrnsfrmId,Message Transform Id.
AT#sysIntrfcMsgTrnsfrmNm,System Interface Message Transform Name
AT#sysIntrfcMthdCd,System Interface Method Code
AT#sysIntrfcNm,System Interface Name
AT#sysIntrfcStsCd,System Interface Status Code
AT#sysNm,System Name
AT#sysOnlineModeCd,System Online Mode Code
AT#tagTpNm,Tag Type Name
AT#tailoredStdAtrbtVldtnRuleCntnt,Tailored Standard Attribute Validation Rule
AT#taskBizDscd,Task Business Distinction Code
AT#taskDscd,Task Distinction Code
AT#taskId,Task Identification
AT#taskInstncId,Task Instance Identification
AT#taskInstncInfoCntnt,Task Instance Information
AT#taskKeyVal,Task Key
AT#taskNm,Task Name
AT#taskOwnrNm,Task Owner
AT#taskPrity,Task Priority
AT#taskRspblCnddId,Task Responsible Candidate Identification
AT#taskRspblCnddNm,Task Responsible Candidate Name
AT#taskRspblCnddTpCd,Task Responsible Candidate Type Code
AT#taskTrgtId,Task Target Identification
AT#taskTrgtIdNm,Task Target Identification Name
AT#tax,Tax
AT#taxAdminTxKndCd,Tax Administration Transaction Kind Code
AT#taxAmtTpCd,Tax Amount Type Code
AT#taxAplyBaseDt,Tax Apply Base Date
AT#taxCd,Taxation Code
AT#taxCdKorNm,Tax Code Korean Name
AT#taxCdNm,Tax Code Name
AT#taxFreeOverAmtPrcsAgrmntYn,Tax Free Over Amount Process Agreement Yn
AT#taxKndCd,Tax Kind Code
AT#taxKndDscd,Tax Kind Distinction Code
AT#taxNbr,Tax Number
AT#taxNm,Tax Name
AT#taxOblgtrNbr,Tax Obligator Number
AT#taxOblgtrNm,Tax Obligator Name
AT#taxOfcAcctCd,Tax Office Account Code
AT#taxOfcAcctItmCd,Tax Office Account Item Code
AT#taxOfcAcctNbr,Tax Office Account Number
AT#taxOfcFnctnCd,Tax Office Function Code
AT#taxOfcSmallAcctCd,Tax Office Small Account Code
AT#taxOfcUndrTheDrctCntrlMsgCd,Tax Office Under The Direct Control Message Code
AT#taxPayerCd,Tax Payer
AT#taxPayerNbr,Tax Payer Number
AT#taxPrcsDscd,Tax Processing Distinction Code
AT#taxPrfDscd,Tax Preferential Distinction Code
AT#taxPymntNbr,Tax Payment Number
AT#taxRt,Tax Rates
AT#taxRtCd,Tax Rates Code
AT#taxRtCdNm,Tax Rate Code Name
AT#taxRtLrgClCd,Tax Rates Large Classification Code
AT#taxRtMedmClCd,Tax Rates Medium Classification Code
AT#taxRtSctnSeqNbr,Tax Rate Section Sequence Number
AT#taxRtSmallClCd,Tax Rate Small Classification Code
AT#taxStdAmt,Taxation Standard Amount
AT#taxTpCd,Tax Type Code
AT#taxTpCdNm,Tax Type Code Name
AT#taxTrgtCntnt,Tax Target Content
AT#taxUnchrgdRsnCd,Tax Uncharged Reason Code
AT#taxtnBaseDt,Taxation Base Date
AT#taxtnCnfrmTmstmp,Taxation Confirm Timestamp
AT#taxtnDscd,Taxation Distinction Code
AT#taxtnMthdCd,Taxation Method Code
AT#taxtnMthdCdNm,Taxation Method Code Name
AT#taxtnTpCd,Taxation Type Code
AT#taxtnYm,Taxation Ym
AT#tblEngNm,Table English Name
AT#tblId,Table Identification
AT#tblKeyCd,Table Key Code
AT#tblKeyVal,Table Key Value
AT#tblKorNm,Table Korean Name
AT#tblNbrgBeanNm,Table Numbering Bean Name
AT#tblNbrgUseYn,Table Numbering Use Yn
AT#tblNm,table name
AT#tblReaderBeanNm,Table Reader Bean Name
AT#tblRefYn,Table Reference Yn
AT#tblSchmNm,Table Schema Name
AT#tblUsageCd,Table Usage Code
AT#tcBillCtgryAmt,TC Bill Category Amount
AT#tcBillCtgryCnt,TC Bill Category Count
AT#tcEndNbr,TC End Number
AT#tcSellExRt,Tc Selling Exchange Rate
AT#tcStartNbr,TC Start Number
AT#tdCashAcctgBal,Today Cash Accounting Balance
AT#tdCntnt,Content
AT#tdCntntId,Todo Content Identification
AT#tdDtlCntntId,Todo Detail Content Identification
AT#tdRqstStaffId,Todo Request Staff Identification
AT#tdRqstStaffNm,Staff Name
AT#tdRqstTmstmp,Req. Time
AT#tdScrnId,Todo Screen Identification
AT#tdScrnNm,Todo Screen Name
AT#tdScrnParmCntnt,Todo Screen Parameter Content
AT#tdTpDscd,Type
AT#tdTrnsfrAcctgBal,Today Transfer Accounting Balance
AT#tdyBal,Today Balance
AT#tdyBalSumAmt,Today Balance Sum
AT#tdyBlckngCnt,Today Blocking Count
AT#tdyCrncyBal,Today Balance Currency
AT#tdyDplctnTrnsfrYn,Today Duplication Transfer Yn
AT#tdyDpstCrncyAmt,Today Deposit Currency
AT#tdyDpstOthrChkAmt,Today Deposit Other Check
AT#tdyDpstSumAmt,Today Deposit Sum
AT#tdyLastStsYn,Today Last Status Yn
AT#tdyOthrChkBal,Today Balance Other Check
AT#tdyPymntTradeAmt,Today Payment Trade Amount
AT#tdyPymntTrgtAmt,Today Payment Target Amount
AT#tdyRpymntAmt,Today Repayment Amount
AT#tdyWhdrwlCrncyAmt,Today Withdrawal Currency
AT#tdyWhdrwlOthrChkAmt,Today Withdrawal Other Check
AT#tdyWhdrwlSumAmt,Today Withdrawal Sum
AT#telCmpnyNbr,Telephone Company Number
AT#telExNbr,Telephone Exchange Number
AT#telExNbrLen,Telephone Exchange Number Length
AT#telNbr,Telephone Number
AT#telNbrPtrnCntnt,Telephone Number Pattern Content
AT#telecomcarrId,Telecom
AT#tenThsndWonBillAmt,Ten Thousand Won Bill
AT#tenWonBillAmt,Ten Won Bill
AT#termsAgrmntYn,Terms Agreed
AT#test1,test1
AT#testAcctNbr,Test Account Number
AT#testAtrbtAx,TestAttribute Ax
AT#testCaseNbr,Test Case Number
AT#testDpstAcctNbr,Test Deposit Account Number
AT#testDscd,Test Distinction Code
AT#testNbr,Test Number
AT#testNm,Test Name
AT#testRsltVal,Test Result Value
AT#testRspnsCrtnClassNm,Test Response Creation Class Name
AT#theAvgBal1Mnths,The Average Balance 1 Months
AT#theAvgBal3Mnths,The Average Balance 3 Months
AT#theAvgBal6Mnths,The Average Balance 6 Months
AT#themeDfltYn,Theme Default Yn
AT#themeDscd,Theme Distinction
AT#thingDscd,Thing Distinction Code
AT#thingKndCd,Thing Kind Code
AT#thingListCnt,Thing List Count
AT#thirdPartyArrId,Third Party Arrangement Identification
AT#thirdPartyBizNbr,Third Party Business Number
AT#thirdPartyCltrlYn,Third Party Collateral YN
AT#thirdPartyCorpnNm,Third Party Corporation Name
AT#thirdPartyCorpnYn,Third Party Corporation YN
AT#thrdprtyCorpnRgstrnCd,Thirdparty Corporation Registration Code
AT#tierAplyCalcnWayCd,Tier Apply Calculation Way Code
AT#tierAplyCalcnWayCdNm,Tier Apply Calculation Way Code Name
AT#tierElmntAsRdblFormCntnt,Tier Element As Readable Form
AT#tierElmntCntnt,Tier Element Content
AT#tierHstExistYn,Tier History Exist Yn
AT#tierNbr,Tier Number
AT#tierSeqNbr,Tier Sequence Number
AT#timeoutHms,Timeout Hhmmss
AT#timeoutRgstrnYn,Timeout Registration Yn
AT#timeoutScnd,Timeout Second
AT#timeoutSrvcCd,Timeout Service Code
AT#timeoutTxYn,Timeout Transaction Yn
AT#timeoutYn,Timeout YN
AT#timerKeyCntnt,Timer Key Content
AT#timerPrcsCnt,Timer Processing Count
AT#timerPrcsDscd,Timer Process Dscd
AT#timerPrcsWayDscd,Timer Processing Way
AT#timerPrcsYn,Timer Processing Yn
AT#timerStartHms,Timer Start Time
AT#titlAcctgClCd,Account Type
AT#titlNm,Title Name
AT#tlrClsgDscd,Teller Closing Distinction
AT#tlrCrncyRtndLmtAmt,Teller Currency Retained Limit
AT#tlrTpDscd,Teller Type Distinction
AT#tlrTxAmt,Teller Transaction Amount
AT#tlrTxCnt,Teller Transaction Count
AT#tmOutHms,Time Out Time
AT#tmOutSchdldHms,Timeout Scheduled time
AT#tmZoneCd,Time Zone Code
AT#tmpltTblNm,Template Table Name
AT#tmpryDpstAmt,Temporary Deposit Amount
AT#tmpryDpstTrgtYn,Temporary Deposit Target Yn
AT#tmpryDstrntCaseNbr,Temporary Distraint Case Number
AT#tmpryExRt,Temporary Exchange Rate
AT#tmpryPrfRt,Temporary Preferential Rate
AT#tmpryPswd,Temporary Password
AT#tmpryPymntCupldAcctNbr,Temporary Payment Coupled Account Number
AT#tmpryQueueId,Temporary Queue Identification
AT#tmpryRestDt,Temporary Rest Date
AT#tmpryTrmntnRgstrnDsbldCnt,Temporary Termination Register Disabled Count
AT#tmpryTrmntnRgstrnRqstCnt,Temporary Termination Register Request Count
AT#tmstmp,Timestamp
AT#tntInstId,TntInstId
AT#tntInstNm,Tenant Institution Name
AT#totAmt,Total Amount
AT#totAplctnCnt,Total Application Count
AT#totAprslAmt,Total Appraisal Amount
AT#totAprvlAplctnAmt,Total Approval Application Amount
AT#totArrBal,Total Arrangement Balance Amount
AT#totAssetAmt,Total Asset Amount
AT#totBal,Total Amount
AT#totBalOvrduIntAmt,Total Balance Overdue Interest Amount
AT#totBalWhdrwlBlckngYn,Total Balance Withdrawal Blocking Yn
AT#totCnt,total Count
AT#totCntInqryYn,Total Count Inquiry Yn
AT#totCostAmt,Total Cost Amount
AT#totCouponCnt,Total Coupon Count
AT#totCrncyTxCnt,Total Transaction Count Currency
AT#totCyclCnt,Total Cycle Count
AT#totDataCnt,Total Data Count
AT#totDataRecordCnt,Total Data Record Count
AT#totDongCnt,Total Dong Count
AT#totDvdndAmt,Total Dividend Amount
AT#totExmntnAmt,Total Examination Amount
AT#totFeeAmt,Total Fee Amount
AT#totFloorCnt,Total Floor Number
AT#totHousehldCnt,Total Household Number
AT#totIncomeAmt,Total Income Amount
AT#totInqryYn,Total Inquiry Yn
AT#totIntOvrduIntAmt,Total Interest Overdue Interest Amount
AT#totInvstmntAmt,Total Investment Amount
AT#totInvstmntCnt,Total Investment Count
AT#totInvstmntExpctdProfitSumAmt,Expected Revenue
AT#totLmtAmt,Total Limit Amount
AT#totLnDsbrsmntTradeAmt,Total Loan Disbursement Trade Amount
AT#totLnDsbrsmntTradeCnt,totLnDsbrsmntTradeCnt
AT#totLnLmtChkRsltCd,Total Loan Amount Check Result Code
AT#totMnyRcvdAmt,Total Money Received Amount
AT#totMnyRcvdDsbldAmt,Total Money Received Disabled Amount
AT#totMnyRcvdDsbldCnt,Total Money Received Disabled Count
AT#totMvblsAmt,Total Movables Amount
AT#totNoLnDsbrsmntTradeAmt,Total No Loan Disbursement Trade Amount
AT#totNoLnDsbrsmntTradeCnt,Total No Loan Disbursement Trade Count
AT#totNtfctnCnt,Total Notification Count
AT#totOvrduIntAmt,Total Overdue Interest Amount
AT#totPrcsngAmt,Total Processing Amount
AT#totPrncplOvrduIntAmt,Total Principal Overdue Interest Amount
AT#totPymntAlCnt,Total Payment All Count
AT#totPymntAmt,Total Payment Amount
AT#totPymntNbr,Total Payment Number
AT#totPymntNtfctnCnt,Total Payment Notification Count
AT#totPymntUnqNbr,Total Payment Unique Number
AT#totRcptAmt,Receipt Amount Sum
AT#totRcptCnt,Total Receipt Count
AT#totRlsttAmt,Total Real Estate Amount
AT#totRmtncAmt,Total Remittance Amount
AT#totRmtncCnt,Total Remittance Count
AT#totRoomCnt,Total Room Number
AT#totRpymntAmt,Total Repayment Amount
AT#totRpymntIntAmt,Total Repayment Interest Amount
AT#totRpymntPrchsIntAmt,Total Repayment Purchase Interest Amount
AT#totRpymntPrncpl,Total Repayment Principal
AT#totRpymntRtrnIntAmt,Total Repayment Return Interest Amount
AT#totRqstCnt,Total Request Count
AT#totRqstSumCnt,Total Request Count Sum
AT#totRtrnAmt,Total Return
AT#totSalesLmtAmt,Total Sales Limit Amount
AT#totTaxRt,Total Tax Rate
AT#totTdyPymntTradeAmt,Total Today Payment Trade Amount
AT#totTdyPymntTradeCnt,Total Today Payment Trade Count
AT#totTelNbr,Total Telephone Number
AT#totTrgtAmt,Total Target Amount
AT#totTrgtCnt,Total Target Count
AT#totTxAmt,Total Transaction Amount
AT#totTxSumCnt,Total Transaction Count Sum
AT#totUnstldTradeAmt,Total Unsettled Trade Amount
AT#totUnstldTradeCnt,Total Unsettled Trade Count
AT#totWhdrwlAmt,Total Withdrawal Amount
AT#totWhdrwlCnt,Total Withdrawal Count
AT#totWthdrwAmt,Total Withdraw Amount
AT#trackAcctChkSignCd,Track Account Check Sign Code
AT#trackCntnt,Track Content
AT#trackThreeCntnt,Track Three Content
AT#trackThreeDataCntnt,Track Three Data Content
AT#trackTwoCntnt,Track Two Content
AT#trackTwoDataCntnt,Track Two Data Content
AT#tradeAmt,Trade Amount
AT#tradeArrCnfrmStsCd,Trade Arrangement Confirm Status Code
AT#tradeArrCnfrmYn,Trade Arrangement Confirm Yn
AT#tradeArrRgstrblYn,Trade Arrangement Registrable YN
AT#tradeArrRgstrnYn,Trade Arrangement Registration Yn
AT#tradeArrRmkCntnt,Trade Arrangement Remark Content
AT#tradeDt,Trade Date
AT#tradeDtlsIndvLnPdCd,Trade Details Individual Loan Product Code
AT#tradeDtlsLnPdCd,Trade Details Loan Product Code
AT#tradeDtlsPdCd,Trade Details Product Code
AT#tradeGnrlTxAmt,Trade General Transaction Amount
AT#tradeGoodsListJson,Trade Goods List Json
AT#tradeGoodsNm,Trade Goods Name
AT#tradeItmNm,
AT#tradeMaxAmt,Trade Maximum Amount
AT#tradeMinAmt,Trade Minimum Amount
AT#tralDscd,Trial Distinction Code
AT#tralNm,Trial Name
AT#tralTrgtYn,Trial Target Yn
AT#tranrDscd,Trader classification
AT#tranrNm,Transactor Name
AT#treeTpCd,Tree Type Code
AT#trfcCardFnctnCd,TrfcCardFnctnCd
AT#trfcEnvrnmntCntnt,Traffic Environment Content
AT#trfcEnvrnmntDescCntnt,Traffic Environment Description Content
AT#trfcTax,Traffic Tax
AT#trgtAmt,Target Amount
AT#trgtAmtChngYn,TARGET AMOUNT CHANGE YN
AT#trgtAmtSucssYn,Target Amount Success Yn
AT#trgtCd,Target Code
AT#trgtColumnNm,Target Column Name
AT#trgtDataCntnt,Target Data Content
AT#trgtDeptId,Target Department Identification
AT#trgtFileNm,Target File Name
AT#trgtFloorCnt,Target Floor Number
AT#trgtInstlmntAmtBaseYn,Target Installment Amount Base Yn
AT#trgtInstlmntAmtChngYn,Target Installment Amount Change Yn
AT#trgtObjCd,Target Object Code
AT#trgtObjTpCd,Target Object Type Code
AT#trgtOverAprvlYn,Target Over Approval YN
AT#trgtSrvcCd,Target Service Code
AT#trgtSrvcInpDtoNm,Target Service Input Dto Name
AT#trgtSysCd,Target System Code
AT#trgtSysEnvrnmntDscd,Target System Environment Distinction Code
AT#trgtSysFileNm,Target System File Name
AT#trgtTblKeyVal,Target Table Key
AT#trgtTblNm,Target Table Name
AT#trmAplyDayCnt,Term Apply Days
AT#trmCalcnDscd,Term Calculation Distinction
AT#trmCalcnEndDtKndCd,Term Calculation End Date Kind Code
AT#trmCalcnStartDtKndCd,Term Calculation Start Date Kind Code
AT#trmCalcnUnitDscd,Term Calculation Unit Distinctioncode
AT#trmCalcnWayCd,Term Calculation Way Code
AT#trmChargeFnlLevyDt,Term Charge Final Levy Date
AT#trmDscd,Term Distinction Code
AT#trmEndDt,Term End Date
AT#trmHstMgmtWayCd,Term History Management Way Code
AT#trmMsurUnitCd,Term Measurement Unit Code
AT#trmStartDt,Term Start Date
AT#trmWhdrwlAcmltdAmt,Term Withdrawal Accumulated Amount
AT#trmnlDscd,Terminal Distinction
AT#trmnlIpAddr,Terminal Ip Address
AT#trmnlMacAddr,Terminal Mac Address
AT#trmnlNbr,Terminal Number
AT#trmntCnt,Terminate Count
AT#trmntDt,Terminate Date
AT#trmntRsnCd,Terminate Reason Code
AT#trmntRsnCntnt,Terminate Reason
AT#trmntYn,Terminate Yn
AT#trmntnBaseDt,Termination Base Date
AT#trmntnCorpNm,Termination Corporate
AT#trmntnCupldTrgtPdCd,Termination Coupled Target Product Code
AT#trmntnCupldWayDscd,Termination Coupled Way DistinctionCode
AT#trmntnDscd,Termination Distinction
AT#trmntnDt,Termination Date
AT#trmntnInfoCntnt,Termination Information Content
AT#trmntnMarkCd,Termination Mark Code
AT#trmntnMsgCntnt,Exit Message
AT#trmntnRgstrnDsbldCnt,Termination Registration Disabled Count
AT#trmntnRgstrnRqstCnt,Termination Register Request Count
AT#trmntnWayDscd,Termination Way Distinction Code
AT#trmntnYn,Termination Yn
AT#trnsfrAblYn,Transfer Able Yn
AT#trnsfrAcctNbr,Transfer Account Number
AT#trnsfrAmt,Transfer Amount
AT#trnsfrAmtVrfctnYn,Transfer Amount Verification Yn
AT#trnsfrArrId,Transfer Arrangement Identification
AT#trnsfrArrStsCd,Transfer Arrangement Status Code
AT#trnsfrBizKndCd,Transfer Business Kind Code
AT#trnsfrBnkCd,Transfer Bank Code
AT#trnsfrDfrncAmt,Transfer Difference Amount
AT#trnsfrDpstAcctNbr,Transfer Deposit Account Number
AT#trnsfrDpstAmt,Transfer Deposit Amount
AT#trnsfrDt,Transfer Date
AT#trnsfrDuedt,Transfer Duedate
AT#trnsfrFeeAmt,Transfer Fee Amount
AT#trnsfrFormulaCntnt,Transfer Formula Content
AT#trnsfrHldyPrcsngDscd,Transfer Holiday Processing Distinctioncode
AT#trnsfrHms,Transfer Time
AT#trnsfrKndCd,Transfer Kind
AT#trnsfrKndDesc,Transfer Kind Description
AT#trnsfrKndDescCntnt,Transfer Kind Description Content
AT#trnsfrOriginKeyAtrbtListCntnt,Transfer Origin Key Attribute List
AT#trnsfrOriginKeyVal,Translation target identifiers
AT#trnsfrOwnrshpDt,Transfer Ownership Date
AT#trnsfrPlnDt,Transfer Plan Date
AT#trnsfrPlnHms,Transfer Plan Hms
AT#trnsfrPrcsngDeptId,Transfer Processing Branch
AT#trnsfrPrcsngEndDt,Transfer Processing End Date
AT#trnsfrPrcsngEndHms,Transfer Processing End Time
AT#trnsfrPrcsngStartDt,Transfer Processing Start Date
AT#trnsfrPrcsngStartHms,Transfer Processing Start Time
AT#trnsfrPrcsngStsCd,Transfer Processing Status Code
AT#trnsfrPrdDt,Transfer Period Date
AT#trnsfrRcvSlipCnt,Transfer Receive Slip Count
AT#trnsfrRcvdAmt,Transfer Received Amount
AT#trnsfrRcvdDmstcAmt,Transfer Received Domestic Amount
AT#trnsfrRcvdSlipCnt,Transfer Received Slip Count
AT#trnsfrRgstrnAcctPswd,Transfer Registration Account Password
AT#trnsfrRmkJson,Transfer Remark Json
AT#trnsfrRqstMsgAmt,Transfer Request Message Amount
AT#trnsfrRqstTmstmp,Transfer Request Timestamp
AT#trnsfrRsltVal,Translation results
AT#trnsfrScsnDscd,Transfer Secession Distinctioncode
AT#trnsfrSerialNbr,Transfer Serial Number
AT#trnsfrSmtnAmt,Transfer Summation Amount
AT#trnsfrSmtnCnt,Transfer Summation Count
AT#trnsfrStsCd,Transfer Status Code
AT#trnsfrTpCd,Transfer Type
AT#trnsfrTpDscd,Transfer Type Distinction Code
AT#trnsfrTxAmt,Transfer Transaction Amount
AT#trnsfrWhdrwlAcctNbr,Transfer Withdrawal Account Number
AT#trnsfrWhdrwlAmt,Transfer Withdrawal Amount
AT#trnsfrWhdrwlDmstcAmt,Transfer Drawing Out Domestic Amount
AT#trnsfrWhdrwlSlipCnt,Transfer Withdrawal Slip Count
AT#trnsfrmDocCntnt,Transform Document Content
AT#trnsfrmDocObjCntnt,Trans Document Object
AT#trnsmsnDt,Transmission Date
AT#trnsmsnStsCd,Transmission Status Code
AT#trnsprtMeansCd,Transport Means Code
AT#trshpmtPrmsnYn,Transshipment Permission Yn
AT#trtmntCntnt,Treatment Content
AT#trtmntDt,Treatment Date
AT#trustRcptYn,Trust Receipt Yn
AT#tsaAuthKeyJson,Time-stamping-autority Authentication Key Json
AT#tsaAuthKeyVal,Time-stamp-server Authentication Key
AT#tsaId,tsaId
AT#tstCntnt,Test Content
AT#tstOtstndngAmt,
AT#tstRspnsCrtnClassNm,Test Response Creation Class Name
AT#ttBuyExRt,Tt Buying Exchange Rate
AT#ttSellExRt,Tt Selling Exchange Rate
AT#ttlUseYn,Ttl Use Yn
AT#twoPchkYn,Two Paycheck Yn
AT#txAblEndHms,Transaction Able End Hhmmss
AT#txAblStartHms,Transaction Able Start Hhmmss
AT#txAbrvtnNm,Transaction Abbreviation Name
AT#txAcctNbr,Transaction Account Number
AT#txAcctOwnrNm,Transaction Account Owner Name
AT#txAfBal,Transaction After Balance
AT#txAfLonBal,Remain Balance
AT#txAmt,Transaction Amount
AT#txAndLctnInfoCntnt,Transaction And Location Information Content
AT#txBaseDt,Transaction Base Date
