namespace,cbb_items
CDVAL#11929ST,ST
CDVAL#11929SV,SV
CDVAL#1193001,柜面
CDVAL#1193002,网上
CDVAL#1193003,手机应用
CDVAL#1193004,电话银行/ARS
CDVAL#1193005,CD/ATM
CDVAL#1193010,客服中心
CDVAL#1193020,CenterCut
CDVAL#1193021,批量
CDVAL#1193030,外部网络
CDVAL#1193040,cbpConfig
CDVAL#1193301,个人
CDVAL#1193302,个人业务
CDVAL#1193303,对公
CDVAL#1193304,对公业务
CDVAL#1193305,关联
CDVAL#1193306,通汇银行
CDVAL#1193311,虚拟用户
CDVAL#1193321,代理银行
CDVAL#1193322,存托银行
CDVAL#11934001,我行员工
CDVAL#11934002,个人
CDVAL#11934003,海外居民
CDVAL#11934004,海外居民（外国籍）
CDVAL#11934005,外国人
CDVAL#11934010,个人业务
CDVAL#11934030,政府
CDVAL#11934031,政府投资机构
CDVAL#11934032,本地政府
CDVAL#11934040,商务业务
CDVAL#11934041,非商务业务
CDVAL#11934042,金融公司
CDVAL#11934043,外国公司
CDVAL#11934044,外国团体
CDVAL#11934045,团队
CDVAL#11934101,虚拟类型
CDVAL#11934211,代理银行
CDVAL#11934221,存托银行
CDVAL#11934222,开证行
CDVAL#11934223,咨询银行
CDVAL#11934224,结算银行
CDVAL#11934999,等
CDVAL#119351,正常的
CDVAL#119352,取消的
CDVAL#119361,正常的
CDVAL#119362,注销
CDVAL#119363,取消
CDVAL#11937C04,导购
CDVAL#1193801,自助注册
CDVAL#1193802,市场信息收集
CDVAL#1193900,不适用
CDVAL#1193901,收益额标准
CDVAL#1193902,选择分行
CDVAL#1193903,评分标准
CDVAL#1193909,注册默认
CDVAL#1194000,无
CDVAL#1194001,总行撤回
CDVAL#1194002,分行撤回
CDVAL#1194008,申请人请求撤回
CDVAL#1194100,不适用
CDVAL#1194101,高度赞成
CDVAL#1194102,赞成
CDVAL#1194103,平均
CDVAL#1194104,反对
CDVAL#1194105,高度反对
CDVAL#1194106,未响应
CDVAL#1194301,客户请求
CDVAL#1194302,注册事故报告
CDVAL#1194303,撤销事故报告
CDVAL#1194401,正常的
CDVAL#1194402,罢工
CDVAL#1194403,合法性管理
CDVAL#1194404,组织
CDVAL#1194406,请求破产
CDVAL#1194407,破产清算
CDVAL#1194408,删除
CDVAL#1194409,通过/遗漏
CDVAL#1194410,不合适的
CDVAL#1194411,清偿流程
CDVAL#1194601,不适用
CDVAL#1194602,客户修改原因
CDVAL#1194603,银行矫正原因
CDVAL#1194699,其他
CDVAL#119491,上下级关系
CDVAL#1195001,邮件
CDVAL#1195002,打印
CDVAL#1195003,电子邮件
CDVAL#1195004,短信
CDVAL#1195005,传真
CDVAL#1195101,发送状态
CDVAL#1195102,接收状态
CDVAL#1195103,发送完成
CDVAL#1195104,接收报错
CDVAL#1195105,其他错误
CDVAL#1195106,由经理删除
CDVAL#1195301,基本组织(管理关系)
CDVAL#1195302,会计组织(账务关系)
CDVAL#1195303,汇报组织(报表关系)
CDVAL#1195501,总行
CDVAL#1195502,分行
CDVAL#119561,发起变更
CDVAL#119562,密码丢失
CDVAL#119563,6个月后
CDVAL#119564,我行请求
CDVAL#1195701,请求
CDVAL#1195702,活动的
CDVAL#1195703,休假
CDVAL#1195704,退休
CDVAL#1195800,不适用
CDVAL#1195801,到访咨询
CDVAL#1195802,电话
CDVAL#1195803,直接邮件
CDVAL#1195804,直接邮件统一发送
CDVAL#1195805,到访
CDVAL#1195807,事件
CDVAL#1195808,周年纪念
CDVAL#1195901,正常雇员
CDVAL#1195902,合同工
CDVAL#1195903,
CDVAL#1195911,虚拟柜员
CDVAL#1196001,身份证号码
CDVAL#1196002,业务注册
CDVAL#1196003,驾照
CDVAL#1196004,护照号码
CDVAL#1196005,外国人注册号码
CDVAL#1196006,
CDVAL#1196007,机构注册号码
CDVAL#1196008,税号
CDVAL#1196009,
CDVAL#1196011,虚拟用户号
CDVAL#1196041,
CDVAL#1196101,姓名
CDVAL#1196102,昵称
CDVAL#1196103,客户名缩略语
CDVAL#1196104,外汇交易英文名
CDVAL#1196105,SWIFT银行名称
CDVAL#1196106,SWIFT银行分行名称
CDVAL#1196201,客户请求
CDVAL#1196202,问题报告
CDVAL#1196203,授权
CDVAL#1196204,信息收集
CDVAL#1196211,申请信息不完整
CDVAL#1196212,失去联系
CDVAL#1196301,请求
CDVAL#1196302,活动的
CDVAL#1196303,暂停的
CDVAL#1196304,注销
CDVAL#1196305,潜在的
CDVAL#1196306,取消
CDVAL#1196307,拒绝的
CDVAL#11964A01,个人/家庭
CDVAL#11964A02,个人/相关团体
CDVAL#11964A11,公司/管理层
CDVAL#11964A12,商务/代表
CDVAL#11964A14,公司/股东
CDVAL#11964A15,公司/职员
CDVAL#11964A17,公司/相关团体
CDVAL#11964A18,企业/法人
CDVAL#11964A21,总行/分行
CDVAL#11964A22,总公司/子公司
CDVAL#11964A99,合并客户/合并客户
CDVAL#1196501,客户请求
CDVAL#1196502,取消
CDVAL#1196503,修改
CDVAL#1196504,授权
CDVAL#1196600,外部认证
CDVAL#1196601,短信认证
CDVAL#1196602,邮箱认证
CDVAL#1196603,账户认证
CDVAL#1196604,密码认证
CDVAL#1196605,身份证认证
CDVAL#1196606,证书认证
CDVAL#1196607,柜员口头认证
CDVAL#1196608, 实名认证
CDVAL#1196609,SMS和购买产品认证
CDVAL#1196701,移动电话
CDVAL#1196702,电话
CDVAL#1196703,电子邮件
CDVAL#1196705,传真
CDVAL#1196707,邮件
CDVAL#1196801,家庭
CDVAL#1196802,办公
CDVAL#1196803,第三地点
CDVAL#1196804,海外
CDVAL#1196805,总行
CDVAL#1196806,分行
CDVAL#1196807,暂时的
CDVAL#119720,未估值
CDVAL#119721,罚息
CDVAL#119722,利息减免
CDVAL#11973AcceptBl,接受提单
CDVAL#11973AcceptLinkingAccount,同意外部绑定合同
CDVAL#11973AcceptMembership,同意会员合同
CDVAL#11973AcquireCltrl,
CDVAL#11973AcquireGrnt,
CDVAL#11973AmendLc,修改LC
CDVAL#11973Application,申请
CDVAL#11973ApplyFund,申请基金
CDVAL#11973ApplyLinkingAccount,申请外部绑定合同
CDVAL#11973ApplyMembership,申请会员合同
CDVAL#11973ApplyScfTradeAgreement,申请SCF贸易协议
CDVAL#11973Approval,同意
CDVAL#11973ArrangementConditionTest,安排条件试验
CDVAL#11973ArrangementInquiry,查询合同
CDVAL#11973AutomaticRedeposit,自动重新存款
CDVAL#11973Blocking,交易限制
CDVAL#11973BuyForeignExchange,外币购买
CDVAL#11973ChangeInstmntPaymentDate,更改投资支付日
CDVAL#11973ChangeIntPymntMthd,更改利息支付方式
CDVAL#11973ChangeIntraStndingOrder,更改帐户之间的自动存款
CDVAL#11973ChangePassword,更改密码
CDVAL#11973ChangeRsrvtnTrnsfr,更改预留转帐
CDVAL#11973ChangeServiceAccount,更改服务帐户
CDVAL#11973ChangeTaxPrfLimit,更改税收优惠限制
CDVAL#11973ChangeTaxationMthd,变更税收方式
CDVAL#11973ChangelnIntPymntDt,更改贷款利息支付日
CDVAL#11973ChngSchdldTrnsfr,更改预定转帐
CDVAL#11973ClosePeriodicTransfer,终止定期转移
CDVAL#11973CloseRsrvtnTrnsfr,终止定期转移
CDVAL#11973CloseServiceAccount,解除服务帐户
CDVAL#11973CloseStandingOrder,终止自动转移
CDVAL#11973CnclSchdldTrnsfr,终止定期转移
CDVAL#11973CollectExportLc,收集出口LC
CDVAL#11973CollectExportNonLc,收集DP / DA
CDVAL#11973CollectionPaymentAcctNbr,
CDVAL#11973CustomerInquiry,查询客户
CDVAL#11973Deposit,存款
CDVAL#11973DepositDepoBank,存款银行
CDVAL#11973DepositImportGuarantee,存款进口保证
CDVAL#11973DepositInternalAccount,存款内部帐户
CDVAL#11973DepositSmartDpst,智能存款存款
CDVAL#11973DeptAcptnc,
CDVAL#11973Disbursement,授信放款
CDVAL#11973DpstIntCapitalization,存款利息成本
CDVAL#11973DstrbtP2PInvstmntProfit,分配P2P投资利润
CDVAL#11973EarlyRepayment,提前还款
CDVAL#11973ExecuteRechargeTransfer,执行定期转移
CDVAL#11973ExecuteStandingOrder,执行自动转移
CDVAL#11973ForeignCheckCollection,
CDVAL#11973ForeignCheckKindCode,
CDVAL#11973ForeignCheckPurchase,
CDVAL#11973ForeignExchangeBuy,外币购买
CDVAL#11973ForeignExchangeSell,外币销售
CDVAL#11973IncreaseLimit,提高额度
CDVAL#11973IncreaseTermExtension,额度提高期限延长
CDVAL#11973IntRtReduceDemand,
CDVAL#11973InterRealTmTrnsfrIn,从本行立即转账汇款至他行
CDVAL#11973InterRealTmTrnsfrOut,他行立即转账
CDVAL#11973InterRsvatnTrnsfrOut,安排转出
CDVAL#11973InterSchdldTrnsfrOut,安排转出
CDVAL#11973InterStandingOrderOut,自动转账
CDVAL#11973InterestGrace,利息延期
CDVAL#11973InterestPayment,付息
CDVAL#11973IntraRealTmTrnsfr,本行立即转账
CDVAL#11973IntraRealTmTrnsfrInquiry,查询实时转账
CDVAL#11973IntraRsvatnTrnsfr,安排内部转帐
CDVAL#11973IntraSchdldTrnsfr,安排内部转帐
CDVAL#11973IntraStandingOrder,内部自动转移
CDVAL#11973InwardRemittance,汇款
CDVAL#11973IssueAssetCertificate,开具资产证明
CDVAL#11973IssueBalCertificate,开具余额证明
CDVAL#11973IssueBankName,
CDVAL#11973IssueLg,发行LG
CDVAL#11973IssuePsbk,发行存折
CDVAL#11973Loan,贷款
CDVAL#11973LoanIntCapitalization,授信利息成本
CDVAL#11973ModifyBalanceSweep,修改余额扫描
CDVAL#11973ModifyCltrl,
CDVAL#11973ModifyIntRt,
CDVAL#11973ModifyMembershipCondition,修改会员资格条件
CDVAL#11973ModifyVirtualAccountLink,修改虚拟帐户链接
CDVAL#11973NegotiateExportLc,协商出口LC
CDVAL#11973NegotiateExportNonLc,协商出口非LC
CDVAL#11973OpenDepoBank,开立存款银行
CDVAL#11973OpenDeposit,新建存款
CDVAL#11973OpenImportLc,打开导入LC
CDVAL#11973OpenInternalAccount,新建内部账户
CDVAL#11973OpenLinkingAccount,新建外部绑定账户
CDVAL#11973OpenLoan,新建授信
CDVAL#11973OpenMembership,加入会员
CDVAL#11973OpenNonLc,
CDVAL#11973OpenP2pInvestment,开放式P2P投资
CDVAL#11973OpenPartnership,
CDVAL#11973OpenPeriodicTransfer,开放定期转账
CDVAL#11973OpenScfAgreement,开立SCF协议
CDVAL#11973OpenScfTradeAgreement,开立SCF贸易协议
CDVAL#11973OpenServiceAccount,开设服务帐户
CDVAL#11973OpenSmartDpst,开设智能存款
CDVAL#11973OpenStandingOrder,新建自动转账
CDVAL#11973OutwardRemittance,外汇汇款
CDVAL#11973PartialWithdrawal,部分支取
CDVAL#11973PayCollectionAmount,
CDVAL#11973PayFrgnChckCollectionAmt,
CDVAL#11973PlanRealTmTrnsfr,预约立即转账
CDVAL#11973PledgeDpstAcct,
CDVAL#11973Proposal,提议
CDVAL#11973PsbkClrnc,存折清关
CDVAL#11973PsbkReBkg,存折重新预订
CDVAL#11973PswdError,密码错误
CDVAL#11973PswdErrorNmda,非发行媒体密码错误
CDVAL#11973PswdVldtnError,密码错误
CDVAL#11973PswdVldtnErrorNonMedia,非发行媒体密码错误
CDVAL#11973ReIssuePsbk,重印存折
CDVAL#11973RedemptionMMF,MMF兑换
CDVAL#11973ReduceLimit,降低额度
CDVAL#11973RefundImportOpenCharge,
CDVAL#11973RegisterAcptncMtrtyDt,
CDVAL#11973RegisterBl,注册BI
CDVAL#11973RegisterBlAcptncMtrtyDt,
CDVAL#11973RegisterBlStlmntMtrtyDt,
CDVAL#11973RegisterCollectionCa,
CDVAL#11973RegisterForeignCheckCa,
CDVAL#11973RegisterLcAdvice,注册LC咨询
CDVAL#11973RegisterLcTransfer,
CDVAL#11973RegisterNegotiationCa,
CDVAL#11973RegisterStlmntMtrtyDt,
CDVAL#11973RegtNonMediaTrnsfr,注册非发行媒体交易
CDVAL#11973RepayBankruptcy,
CDVAL#11973Repayment,还款
CDVAL#11973ResetPassword,重设密码
CDVAL#11973ResetPswdError,重置密码错误
CDVAL#11973ResetPswdErrorNmda,重置非发行媒体密码错误
CDVAL#11973ResetPswdVldtnError,重置密码错误
CDVAL#11973SavePsbkReBkg,保存存折重新预订
CDVAL#11973ScfRelatedLoanAgreement,SCF相关贷款协议
CDVAL#11973ScfTradeIrregularPayment,SCF贸易不定期付款
CDVAL#11973ScfTradePayment,SCF贸易支付
CDVAL#11973SchdlRealTmTrnsfr,安排实时转移
CDVAL#11973SchdldRealTmTrnsfr,安排实时转移
CDVAL#11973SelfChannelTxCheck,自我通道交易检查
CDVAL#11973SellForeignExchange,外币销售
CDVAL#11973SellTravelerCheck,
CDVAL#11973SettlementBl,结算BI
CDVAL#11973SmallBalAcctFeeLevy,征收小额账户管理手续费
CDVAL#11973SubscriptionMMF,订阅MMF
CDVAL#11973SubscriptionWMP,订阅WMP
CDVAL#11973Suspension,暂停
CDVAL#11973TermExtension,延长期限
CDVAL#11973TerminateDepoBank,终止托管银行
CDVAL#11973TerminateIntraStndngOrder,终止帐户之间的自动转帐
CDVAL#11973TerminateMembership,终止会员资格
CDVAL#11973TerminatePartnership,
CDVAL#11973TerminateRsrvtnTrnsfr,终止预约转机
CDVAL#11973TerminationDeposit,存款解约
CDVAL#11973TerminationDepositInquiry,终止存款查询
CDVAL#11973TerminationLinkingAccount,外部绑定账户解约
CDVAL#11973TerminationLoan,授信解约
CDVAL#11973TrmntSchdldTrnsfr,终止定期转移
CDVAL#11973TrnsfrAcctOwnrshp,转账账户所有权
CDVAL#11973WinP2pBid,P2P中标
CDVAL#11973WithdrawDepoBank,提款存款银行
CDVAL#11973WithdrawImportGuarantee,取消进口保证
CDVAL#11973Withdrawal,付款
CDVAL#11973WithdrawalInternalAccount,提款内部账户
CDVAL#11973WithdrawalWMP,取款WMP
CDVAL#119751,未婚
CDVAL#119752,已婚
CDVAL#11976002,学生
CDVAL#11976003,家庭主妇
CDVAL#11976004,其他
CDVAL#1197801,全部允许
CDVAL#1197802,营销目的禁止+普通允许
CDVAL#1197809,全部禁止
CDVAL#11979KR,韩国道路名称地址代码
CDVAL#11979NA,直接输入/无邮政编码
CDVAL#11980B,放弃
CDVAL#11980H,保留
CDVAL#11980P,推荐的
CDVAL#11980R,拒绝
CDVAL#11980V,批准
CDVAL#11980X,检查中
CDVAL#11983H,保留
CDVAL#11983I,准备
CDVAL#11983L,申请的
CDVAL#11983R,拒绝
CDVAL#11983T,终止
CDVAL#11983V,批准
CDVAL#11983X,检查中
CDVAL#1210301, 正常
CDVAL#1210302,关闭
CDVAL#1210303,待用
CDVAL#1230101,亚洲
CDVAL#1230102,美洲
CDVAL#1230103,欧美
CDVAL#1230104,非洲
CDVAL#1230105,大洋洲
CDVAL#1230201,
CDVAL#1230202,主管批准
CDVAL#1230310001,晚上六点后使用密码键盘
CDVAL#1230310002,超过5亿元
CDVAL#1230310003,起算日
CDVAL#1230310004,协议利率申请
CDVAL#1230310005,撤销金额
CDVAL#1230310006,取消
CDVAL#1230310007,交易冻结账户
CDVAL#1230310008,更改账户密码
CDVAL#12304BrnchCd,部门代码
CDVAL#12304BrnchDscd,分行区分代码
CDVAL#12304ClsgAfYn,营业时间后是否适用
CDVAL#12304MediaDscd,渠道区分代码
CDVAL#12304NOpnBrnYn,分行是否营业
CDVAL#12304RckngDtYn,起算日与否
CDVAL#12304TxHms,交易时刻
CDVAL#12304TxStsCd,交易状态代码
CDVAL#1230501,总行部门
CDVAL#1230502,分行
CDVAL#1230503,支行
CDVAL#1230504,
CDVAL#1230505,
CDVAL#1230511,系统虚拟部门
CDVAL#123071,正常
CDVAL#1230800,无
CDVAL#1230801,产品代码
CDVAL#1230802,参与者类型代码
CDVAL#1230803,合同合同关系代码
CDVAL#1230804,合同客户关系代码
CDVAL#1230805,安排服务封锁码
CDVAL#1230806,安排活动型代码
CDVAL#1230807,安排发布媒体类型代码
CDVAL#1230808,尽职调查区别代码
CDVAL#1230809,
CDVAL#1230810,
CDVAL#1230811,Arrangement Asset Relation Code
CDVAL#1231001,新进人员
CDVAL#1231002,退休
CDVAL#1231003,休假
CDVAL#1231004,长期未使用
CDVAL#20111970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#20111970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#20111970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#201A013011,北京市
CDVAL#201A013012,天津市
CDVAL#201A013013,河北省
CDVAL#201A013014,山西省
CDVAL#201A013015,内蒙古自治区
CDVAL#201A013021,辽宁省
CDVAL#201A013022,吉林省
CDVAL#201A013023,黑龙江省
CDVAL#201A013031,上海市
CDVAL#201A013032,江苏省
CDVAL#201A013033,浙江省
CDVAL#201A013034,安徽省
CDVAL#201A013035,福建省
CDVAL#201A013036,江西省
CDVAL#201A013037,山东省
CDVAL#201A013041,河南省
CDVAL#201A013042,湖北省
CDVAL#201A013043,湖南省
CDVAL#201A013044,广东省
CDVAL#201A013045,广西壮族自治区
CDVAL#201A013046,海南省
CDVAL#201A013050,重庆市
CDVAL#201A013051,四川省
CDVAL#201A013052,贵州省
CDVAL#201A013053,云南省
CDVAL#201A013054,西藏自治区
CDVAL#201A013061,陕西省
CDVAL#201A013062,甘肃省
CDVAL#201A013063,青海省
CDVAL#201A013064,宁夏回族自治区
CDVAL#201A013065,新疆维吾尔自治区
CDVAL#201A013071,台湾省
CDVAL#201A013081,香港特别行政区
CDVAL#201A013082,澳门特别行政区
CDVAL#20211970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#20211970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#20211970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#206A072001000000,国家邮政局
CDVAL#206A072001020000,中国工商银行
CDVAL#206A072001030000,农业银行
CDVAL#206A072001040000,中国银行
CDVAL#206A072001040446,中国银行澳门分行
CDVAL#206A072001050000,建设银行
CDVAL#206A0720014385500,湖南省农村信用社联合社
CDVAL#206A072003010000,交通银行
CDVAL#206A072003020000,中信实业银行
CDVAL#206A072003030000,中国光大银行
CDVAL#206A072003040000,华夏
CDVAL#206A072003050000,民生银行
CDVAL#206A072003050001,民生银行
CDVAL#206A072003060000,广东发展银行
CDVAL#206A072003070000,深圳发展银行
CDVAL#206A072003070010,深圳发展银行
CDVAL#206A072003080000,招商银行
CDVAL#206A072003080010,招商银行
CDVAL#206A072003090000,兴业银行
CDVAL#206A072003090002,兴业银行
CDVAL#206A072003090010,兴业银行
CDVAL#206A072003100000,上海浦东发展银行
CDVAL#206A072003114560,恒丰银行
CDVAL#206A072003133930,厦门市商业银行
CDVAL#206A072003134510,济南市商业银行
CDVAL#206A072003134530,淄博市商业银行
CDVAL#206A072003134560,烟台市商业银行
CDVAL#206A072003134580,潍坊商业银行
CDVAL#206A072003134730,临沂市商业银行
CDVAL#206A072003134732,日照市商业银行
CDVAL#206A072003170000,渤海银行
CDVAL#206A072004012900,上海银行
CDVAL#206A072004012902,上海银行
CDVAL#206A072004022900,上海市农村信用合作社联社
CDVAL#206A072004031000,北京银行
CDVAL#206A072004053910,福州市商业银行
CDVAL#206A072004062410,长春市商业银行
CDVAL#206A072004073140,镇江市商业银行
CDVAL#206A072004083320,宁波市商业银行
CDVAL#206A072004083329,宁波市商业银行
CDVAL#206A072004105840,深圳商业银行
CDVAL#206A072004105841,深圳市商业银行
CDVAL#206A072004115010,焦作市商业银行
CDVAL#206A072004123330,温州商业银行
CDVAL#206A072004135810,广州市商业银行
CDVAL#206A072004145210,武汉市商业银行
CDVAL#206A072004172210,沈阳市商业银行
CDVAL#206A072004172211,沈阳市商业银行
CDVAL#206A072004184930,洛阳市商业银行
CDVAL#206A072004192310,辽阳市商业银行
CDVAL#206A072004202220,大连商业银行
CDVAL#206A072004202221,大连市商业银行
CDVAL#206A072004213050,苏州市商业银行
CDVAL#206A072004221210,石家庄市商业银行
CDVAL#206A072004233310,杭州商业银行
CDVAL#206A072004240001,南京市商业银行
CDVAL#206A072004243010,南京市商业银行
CDVAL#206A072004256020,东莞市商业银行
CDVAL#206A072004263380,金华市商业银行
CDVAL#206A072004270001,乌鲁木齐市商业银行
CDVAL#206A072004278810,乌鲁木齐市商业银行
CDVAL#206A072004283370,绍兴商业银行
CDVAL#206A072004296510,成都商业银行
CDVAL#206A072004302240,抚顺市商业银行
CDVAL#206A072004325260,宜昌市商业银行
CDVAL#206A072004325261,宜昌市商业银行
CDVAL#206A072004341100,天津市商业银行
CDVAL#206A072004354910,郑州商业银行
CDVAL#206A072004368710,银川市商业银行
CDVAL#206A072004375850,珠海市商业银行
CDVAL#206A072004403600,徽商银行
CDVAL#206A072004403610,徽商银行合肥分行
CDVAL#206A072004403620,徽商银行芜湖分行
CDVAL#206A072004403650,徽商银行马鞍山分行
CDVAL#206A072004403660,徽商银行淮北分行
CDVAL#206A072004403680,徽商银行安庆分行
CDVAL#206A072004416530,重庆市商业银行
CDVAL#206A072004422610,哈尔滨市商业银行
CDVAL#206A072004437010,贵阳市商业银行
CDVAL#206A072004447910,西安市商业银行
CDVAL#206A072004453020,无锡市商业银行
CDVAL#206A072004462260,丹东商行
CDVAL#206A072004478210,兰州市商业银行
CDVAL#206A072004504520,青岛商行
CDVAL#206A072004512420,吉林市商业银行
CDVAL#206A072004512421,吉林市商业银行
CDVAL#206A072004523060,南通市商业银行
CDVAL#206A072004533120,扬州市商业银行
CDVAL#206A072004544240,九江市商业银行
CDVAL#206A072004562230,鞍山市商业银行
CDVAL#206A072004588510,西宁市商业银行
CDVAL#206A072004593450,台州市商业银行
CDVAL#206A072004593451,台州市商业银行
CDVAL#206A072004615510,长沙市商业银行
CDVAL#206A072004615511,长沙市商业银行
CDVAL#206A072004643970,泉州市商业银行
CDVAL#206A072004652280,营口市商业银行
CDVAL#206A072004667310,昆明商业银行
CDVAL#206A072004672290,阜新市商业银行
CDVAL#206A072004683040,常州商业银行
CDVAL#206A072004693080,淮安市商业银行
CDVAL#206A072004703350,嘉兴市商业银行
CDVAL#206A072004721460,廊坊市商业银行
CDVAL#206A072004733450,泰隆城市信用社
CDVAL#206A072004741910,呼市商业银行
CDVAL#206A072004753360,湖州市商业银行
CDVAL#206A072004786110,南宁市商业银行
CDVAL#206A072004791920,包头市商业银行
CDVAL#206A072004791921,包头市商业银行
CDVAL#206A072004803070,连云港市商业银行
CDVAL#206A072004814650,威海市商业银行
CDVAL#206A072004836560,攀枝花市商业银行
CDVAL#206A072004856590,绵阳市商业银行
CDVAL#206A072004866570,泸州市商业银行
CDVAL#206A072004871620,大同市商业银行
CDVAL#206A072004885050,三门峡市城市信用社
CDVAL#206A072004895910,湛江市商业银行
CDVAL#206A072004916170,桂林市商业银行
CDVAL#206A072004922690,大庆市商业银行
CDVAL#206A072004933120,靖江市长江城市信用社
CDVAL#206A072004943030,徐州市商业银行
CDVAL#206A072004956140,柳州市商业银行
CDVAL#206A072004966730,中外合资.南充市商业银行
CDVAL#206A072004974634,莱芜市商业银行
CDVAL#206A072004986580,德阳市商业银行
CDVAL#206A072005027360,曲靖市商业银行
CDVAL#206A072014023052,昆山农村信用合作社联合社
CDVAL#206A072014030001,常熟市农村商业银行
CDVAL#206A072014033055,常熟农村商业银行
CDVAL#206A072014045840,深圳农联社
CDVAL#206A072014055810,广州农村信用合作社
CDVAL#206A072014085883,顺德农信社
CDVAL#206A072014097310,昆明农联社
CDVAL#206A072014105200,湖北农信社
CDVAL#206A072014113030,徐州市郊农村信用合作联社
CDVAL#206A072014123020,江阴市农村商业银行
CDVAL#206A072014123022,江阴农村商业银行
CDVAL#206A072014136530,重庆市农村信用社联合社
CDVAL#206A072014144500,山东农村信用联合社
CDVAL#206A072014156020,东莞农村信用合作社
CDVAL#206A072014163056,张家港市农村商业银行
CDVAL#206A072014173900,福建省农村信用社联合社
CDVAL#206A072014173930,厦门市农村信用合作社
CDVAL#206A072014181000,北京农联社
CDVAL#206A072014191100,天津市农村信用社
CDVAL#206A072014203320,鄞州农村合作银行
CDVAL#206A072014203323,宁波鄞州农村合作银行
CDVAL#206A072014215881,佛山市三水区农村信用合作社
CDVAL#206A072014226510,成都农信社
CDVAL#206A072014231430,沧州农信社
CDVAL#206A072014243000,江苏农信
CDVAL#206A072014255890,江门市新会农信社
CDVAL#206A072014265930,高要市农村信用联社
